City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
3372707,Ribeira Grande,PT,38.52,-28.7,66.2,63,40,9.17
236901,Ouadda,CF,8.08,22.4,70.97,87,81,2.91
3355672,Lüderitz,NA,-26.65,15.16,69.17,45,0,20.42
6323121,Florianópolis,BR,-27.61,-48.5,76.46,60,20,11.41
5888716,Aylmer,CA,42.77,-80.98,50.68,46,20,10.29
1688696,San Policarpo,PH,12.18,125.51,80.85,81,100,5.41
1495626,Pangody,RU,65.85,74.49,26.78,96,100,20.4
2136825,Isangel,VU,-19.55,169.27,68.0,88,20,12.77
1572151,Nha Trang,VN,12.25,109.18,80.6,83,75,3.36
1499053,Megion,RU,61.03,76.11,28.4,100,75,11.18
2374583,Bubaque,GW,11.28,-15.83,83.71,77,98,8.1
2964405,Ennis,IE,52.84,-8.99,51.4,76,75,9.17
6166142,Thunder Bay,CA,48.4,-89.32,37.67,68,90,11.41
3461408,Ilhéus,BR,-14.79,-39.05,76.62,88,64,7.43
3533462,Acapulco de Juárez,MX,16.86,-99.89,86.0,79,75,6.93
86049,Jalu,LY,29.03,21.55,85.44,19,17,9.37
211647,Lodja,CD,-3.48,23.43,71.78,93,71,1.68
3492985,Santa Cruz de Barahona,DO,18.21,-71.1,87.8,74,40,13.87
1735106,George Town,MY,5.41,100.34,81.39,83,20,1.97
3452599,Posse,BR,-14.09,-46.37,97.79,14,28,4.0
3693584,Pimentel,PE,-6.84,-79.93,73.4,60,20,12.75
3598787,Champerico,GT,14.3,-91.92,89.6,59,40,9.17
2013406,Vidim,RU,56.41,103.11,40.48,91,100,10.31
3616253,Siuna,NI,13.73,-84.78,84.78,82,12,4.52
3126369,Carballo,ES,43.21,-8.69,57.2,77,44,6.93
3032797,Biarritz,FR,43.48,-1.56,55.76,71,93,3.36
3520994,Puerto Escondido,MX,15.85,-97.07,86.0,66,75,4.7
1218612,Murgab,TM,37.5,61.97,57.2,47,0,4.85
1804979,Juegang,CN,32.32,121.19,59.16,60,65,4.54
3459550,Juatuba,BR,-19.95,-44.34,71.6,68,75,12.75
1643078,Indramayu,ID,-6.33,108.32,82.18,72,60,5.03
2240449,Luanda,AO,-8.84,13.23,78.8,78,40,11.41
1785036,Zhangye,CN,38.93,100.45,43.45,49,32,4.29
2108502,Honiara,SB,-9.43,159.95,75.2,94,20,3.87
157429,Kilindoni,TZ,-7.91,39.67,78.6,77,26,10.4
1855342,Nishihara,JP,26.18,127.76,74.66,94,40,5.82
2243271,Cabinda,AO,-5.55,12.2,77.63,83,51,9.37
3614835,Barra Patuca,HN,15.8,-84.28,81.82,84,81,5.88
172515,Abu Samrah,SY,35.3,37.18,63.46,38,8,1.57
3573374,The Valley,AI,18.22,-63.06,84.2,74,20,11.41
3373329,Arrifes,PT,37.77,-25.7,68.0,64,20,14.99
3839982,Punta Alta,AR,-38.88,-62.07,86.11,32,0,7.78
1804208,Leiyang,CN,26.4,112.86,57.54,93,99,3.89
5422191,Fountain,US,38.68,-104.7,71.42,10,1,4.7
3355595,Mariental,NA,-24.63,17.97,83.3,14,57,6.98
478781,Urazovo,RU,50.08,38.04,62.91,63,100,11.52
2281951,Sassandra,CI,4.95,-6.08,77.7,88,66,8.25
1180729,Dalbandin,PK,28.89,64.41,56.8,29,0,4.97
2381972,Adrar,MR,20.5,-10.07,95.16,14,3,6.89
7372400,Weihe,CN,33.0,105.32,46.83,85,99,0.56
2019945,Mishelevka,RU,52.86,103.17,35.24,82,91,3.36
4781708,Richmond,US,37.55,-77.46,61.65,36,20,10.29
2704613,Hudiksvall,SE,61.73,17.1,41.92,68,89,8.05
1639304,Kualakapuas,ID,-3.01,114.39,75.2,100,20,2.24
2063030,Port Pirie,AU,-33.18,138.02,55.4,66,90,12.75
893485,Chiredzi,ZW,-21.05,31.67,77.29,51,0,7.02
6316343,Alta Floresta,BR,-9.88,-56.09,94.5,32,43,1.83
3146487,Raudeberg,NO,61.99,5.14,42.66,65,70,13.87
2239862,Malanje,AO,-9.54,16.34,71.11,74,85,2.8
2027316,Ayan,RU,56.45,138.17,31.46,86,100,13.67
4033077,Vaitape,PF,-16.52,-151.75,79.86,77,6,5.7
135298,Esfarāyen,IR,37.08,57.51,46.4,20,0,4.7
1786538,Yining,CN,29.04,114.56,54.48,90,84,0.85
2020838,Lensk,RU,60.73,114.93,21.83,96,100,3.29
1500933,Labytnangi,RU,66.66,66.42,25.61,95,100,6.49
3603998,Paptalaya,HN,15.5,-84.32,83.62,83,64,5.82
1045114,Inhambane,MZ,-23.86,35.38,69.8,78,34,7.94
1337607,Kudahuvadhoo,MV,2.67,72.89,82.81,78,58,17.72
60019,Eyl,SO,7.98,49.82,81.46,74,10,14.61
5379759,Oroville,US,39.51,-121.56,80.33,27,1,3.36
6356315,Vic,ES,41.93,2.25,49.71,80,16,0.67
3361934,Saldanha,ZA,-33.01,17.94,62.6,77,97,12.75
653272,Kemijärvi,FI,66.71,27.43,33.24,95,100,14.61
3392862,Patu,BR,-6.11,-37.64,101.41,15,8,9.84
1214026,Sabang,ID,5.89,95.32,82.04,77,100,23.55
1259385,Port Blair,IN,11.67,92.75,77.13,92,100,15.08
5954718,Flin Flon,CA,54.77,-101.86,30.2,74,75,9.17
2090021,Namatanai,PG,-3.67,152.43,78.78,78,100,1.79
1633419,Padang,ID,-0.95,100.35,77.99,74,92,3.4
4845585,Westport,US,41.14,-73.36,58.28,31,1,12.75
337405,Gambēla,ET,8.25,34.58,73.06,81,30,2.95
4231997,Avera,US,33.19,-82.53,66.38,49,40,6.93
3483063,Xicoténcatl,MX,23.02,-98.88,83.66,49,0,8.99
1801615,Maba,CN,24.68,113.6,59.79,86,38,3.11
1489822,Tegul'det,RU,57.31,88.17,45.27,77,100,10.56
153955,Micheweni,TZ,-4.97,39.83,77.47,79,9,9.71
2025579,Chegdomyn,RU,51.12,133.02,32.76,95,98,5.95
6620339,Karratha,AU,-20.74,116.85,66.69,88,0,12.12
3416888,Grindavik,IS,63.84,-22.43,44.6,100,90,8.05
3440777,Rocha,UY,-34.48,-54.33,76.69,62,30,12.03
1635882,Mataram,ID,-8.58,116.12,75.2,94,40,8.1
5118743,Gloversville,US,43.05,-74.34,54.57,43,0,15.99
967106,Oudtshoorn,ZA,-33.59,22.2,60.8,87,75,4.7
3459495,Júlio de Castilhos,BR,-29.23,-53.68,77.7,45,84,8.72
217745,Bumba,CD,2.18,22.47,74.71,85,75,1.41
189280,Lodwar,KE,3.12,35.6,90.45,34,49,6.82
1806840,Huilong,CN,31.81,121.66,63.0,81,51,6.64
3577933,Chateaubelair,VC,13.28,-61.25,84.2,79,20,5.82
1651531,Ambon City,ID,-3.7,128.18,81.0,93,98,3.67
374739,Gogrial,SS,8.53,28.1,77.97,77,71,3.24
736716,Askós,GR,40.75,23.38,62.6,42,0,1.21
2152659,Port Macquarie,AU,-31.43,152.92,64.08,85,98,4.25
1489499,Togur,RU,58.36,82.83,47.75,71,99,15.43
4031742,Egvekinot,RU,66.32,-179.17,24.37,97,67,2.77
1061335,Mananjary,MG,-21.22,48.33,71.82,90,52,12.1
3844421,Mendoza,AR,-32.89,-68.83,93.2,21,0,20.8
3667478,Tame,CO,6.46,-71.73,87.06,58,87,3.44
1650434,Bambanglipuro,ID,-7.95,110.28,79.0,75,100,5.28
777682,Skjervøy,NO,70.03,20.97,38.98,71,59,6.26
3839307,Rawson,AR,-43.3,-65.1,71.91,22,19,11.21
2659700,Meiringen,CH,46.73,8.18,39.04,76,90,12.75
2391893,Savé,BJ,8.04,2.49,79.02,84,67,5.35
2409914,Bonthe,SL,7.53,-12.51,81.19,80,58,8.93
3617154,Puerto Cabezas,NI,14.04,-83.39,84.2,83,40,11.41
3458406,Louveira,BR,-23.09,-46.95,76.5,50,40,13.87
2025456,Chernyshevskiy,RU,63.01,112.47,15.71,98,66,2.26
2019935,Mnogovershinnyy,RU,53.94,139.92,28.13,98,69,3.65
3374333,Praia,CV,14.92,-23.51,86.0,66,3,8.05
1581349,Ha Giang,VN,22.83,104.98,67.03,78,88,3.0
5069297,Grand Island,US,40.92,-98.34,65.62,37,1,10.29
2127515,Wakkanai,JP,45.41,141.67,54.7,65,8,25.52
2392087,Porto-Novo,BJ,6.5,2.6,78.53,84,75,5.84
3521972,Panabá,MX,21.28,-88.27,84.02,79,0,11.61
2162683,Innisfail,AU,-17.53,146.03,70.48,86,21,4.38
2419992,Kankan,GN,10.39,-9.31,82.71,67,77,3.0
615460,Pitsunda,GE,43.16,40.34,64.18,93,0,2.24
1521315,Līsakovsk,KZ,52.54,62.49,41.81,65,58,7.47
1809498,Guilin,CN,25.28,110.29,62.6,82,40,2.24
1795632,Shenjiamen,CN,29.96,122.3,66.97,63,100,9.84
1794971,Shitanjing,CN,39.23,106.34,45.05,49,32,3.94
1214724,Langsa,ID,4.47,97.97,76.21,93,100,2.86
3433658,Gualeguaychú,AR,-33.01,-58.52,88.0,49,37,1.99
5768244,Rapid Valley,US,44.06,-103.15,32.29,73,90,19.46
734315,Siátista,GR,40.26,21.54,59.36,50,18,3.36
364933,Umm Kaddadah,SD,13.6,26.69,91.62,11,21,11.5
292968,Abu Dhabi,AE,24.47,54.37,83.43,58,1,5.82
3397068,Jundiá,BR,-8.93,-35.57,82.4,61,40,9.17
1489853,Tazovsky,RU,67.47,78.7,25.5,97,100,18.23
3115824,Muros,ES,42.78,-9.06,60.13,80,74,1.01
1861280,Itoman,JP,26.12,127.67,74.68,88,40,11.41
3924679,Vilhena,BR,-12.74,-60.15,97.7,27,28,3.22
4033557,Tautira,PF,-17.73,-149.15,80.6,74,75,2.24
304183,Bayir,TR,37.27,28.22,77.0,50,75,5.82
3905792,San Borja,BO,-14.82,-66.85,94.8,34,80,6.69
1048364,Chokwé,MZ,-24.53,32.98,76.87,54,6,6.55
145531,Saurimo,AO,-9.66,20.39,72.48,70,28,1.83
3833859,Tres Arroyos,AR,-38.37,-60.28,86.02,44,0,13.56
2156927,Moree,AU,-29.47,149.85,68.0,52,79,9.17
2126682,Bilibino,RU,68.05,166.44,22.64,96,100,4.18
3843123,Neuquén,AR,-38.95,-68.06,86.0,25,25,4.7
913029,Kapiri Mposhi,ZM,-13.97,28.68,72.61,41,0,6.8
1274699,Chandrakona,IN,22.73,87.52,81.16,76,4,0.74
3408368,Acaraú,BR,-2.89,-40.12,86.16,59,91,20.6
2016307,Solnechnyy,RU,50.72,136.63,33.64,90,96,3.53
